t, dl, vl, al,df, vf, af,x0, x1, x2, u,J_1, J_2, J_3, J_4, J, F
2.56, 46.2568, 21,2.77778, 34.228, 19.215, 2.61762, 12.0288, 19.215, 2.61762, 3.03976, 2.05802, 1.59306, 0.0128245, 4.62007, 8.28396,1959.54
2.57, 46.4672, 21.0278,2.77778, 34.4203, 19.2412, 2.62156, 12.0469, 19.2412, 2.62156, 3.04259, 2.09498, 1.59592, 0.0122015, 4.62869, 8.33178,1959.44
2.58, 46.6779, 21.0556,2.77778, 34.6128, 19.2674, 2.62546, 12.0651, 19.2674, 2.62546, 3.0454, 2.1323, 1.59871, 0.011601, 4.63724, 8.37984,1959.35
2.59, 46.8889, 21.0833,2.77778, 34.8056, 19.2937, 2.6293, 12.0833, 19.2937, 2.6293, 3.04819, 2.16998, 1.60143, 0.0110224, 4.64573, 8.42816,1959.27
2.6, 47.1001, 21.1111,2.77778, 34.9987, 19.32, 2.6331, 12.1014, 19.32, 2.6331, 3.05095, 2.20802, 1.60409, 0.0104651, 4.65414, 8.47671,1959.2
2.61, 47.3117, 21.1389,2.77778, 35.192, 19.3463, 2.63686, 12.1196, 19.3463, 2.63686, 3.05368, 2.24642, 1.60668, 0.00992848, 4.66248, 8.52552,1959.13
2.62, 47.5235, 21.1667,2.77778, 35.3856, 19.3727, 2.64058, 12.1378, 19.3727, 2.64058, 3.05639, 2.28519, 1.60921, 0.00941189, 4.67075, 8.57456,1959.08
2.63, 47.7356, 21.1944,2.77778, 35.5795, 19.3991, 2.64425, 12.1561, 19.3991, 2.64425, 3.05907, 2.32432, 1.61167, 0.00891479, 4.67894, 8.62384,1959.03
2.64, 47.9479, 21.2222,2.77778, 35.7736, 19.4255, 2.64788, 12.1743, 19.4255, 2.64788, 3.06172, 2.3638, 1.61407, 0.00843663, 4.68705, 8.67337,1958.98
2.65, 48.1606, 21.25,2.77778, 35.968, 19.452, 2.65147, 12.1926, 19.452, 2.65147, 3.06434, 2.40366, 1.61641, 0.0079769, 4.69509, 8.72313,1958.95
2.66, 48.3735, 21.2778,2.77778, 36.1627, 19.4785, 2.65502, 12.2108, 19.4785, 2.65502, 3.06693, 2.44387, 1.61868, 0.00753506, 4.70304, 8.77312,1958.93
2.67, 48.5867, 21.3056,2.77778, 36.3576, 19.5051, 2.65852, 12.2291, 19.5051, 2.65852, 3.0695, 2.48444, 1.62089, 0.00711064, 4.71091, 8.82335,1958.91
2.68, 48.8001, 21.3333,2.77778, 36.5528, 19.5316, 2.66199, 12.2474, 19.5316, 2.66199, 3.07204, 2.52537, 1.62303, 0.00670314, 4.7187, 8.87382,1958.9
2.69, 49.0139, 21.3611,2.77778, 36.7482, 19.5583, 2.66542, 12.2657, 19.5583, 2.66542, 3.07454, 2.56667, 1.62512, 0.0063121, 4.72641, 8.92451,1958.9
2.7, 49.2279, 21.3889,2.77778, 36.9439, 19.5849, 2.66881, 12.284, 19.5849, 2.66881, 3.07702, 2.60833, 1.62715, 0.00593707, 4.73403, 8.97544,1958.9
2.71, 49.4422, 21.4167,2.77778, 37.1399, 19.6116, 2.67216, 12.3023, 19.6116, 2.67216, 3.07947, 2.65034, 1.62911, 0.0055776, 4.74157, 9.0266,1958.91
2.72, 49.6568, 21.4444,2.77778, 37.3361, 19.6383, 2.67547, 12.3207, 19.6383, 2.67547, 3.08189, 2.69272, 1.63102, 0.00523327, 4.74902, 9.07799,1958.93
2.73, 49.8717, 21.4722,2.77778, 37.5327, 19.6651, 2.67875, 12.339, 19.6651, 2.67875, 3.08428, 2.73546, 1.63287, 0.00490366, 4.75638, 9.12961,1958.96
2.74, 50.0868, 21.5,2.77778, 37.7295, 19.6919, 2.68198, 12.3574, 19.6919, 2.68198, 3.08663, 2.77856, 1.63466, 0.00458835, 4.76366, 9.18146,1958.99
2.75, 50.3022, 21.5278,2.77778, 37.9265, 19.7187, 2.68518, 12.3757, 19.7187, 2.68518, 3.08896, 2.82202, 1.63639, 0.00428696, 4.77085, 9.23355,1959.02
2.76, 50.5179, 21.5556,2.77778, 38.1238, 19.7455, 2.68835, 12.3941, 19.7455, 2.68835, 3.09126, 2.86584, 1.63807, 0.0039991, 4.77795, 9.28585,1959.07
2.77, 50.7339, 21.5833,2.77778, 38.3214, 19.7724, 2.69147, 12.4125, 19.7724, 2.69147, 3.09353, 2.91001, 1.63969, 0.00372439, 4.78497, 9.33839,1959.11
2.78, 50.9501, 21.6111,2.77778, 38.5193, 19.7993, 2.69456, 12.4309, 19.7993, 2.69456, 3.09577, 2.95455, 1.64125, 0.00346246, 4.7919, 9.39116,1959.17
2.79, 51.1667, 21.6389,2.77778, 38.7174, 19.8263, 2.69762, 12.4493, 19.8263, 2.69762, 3.09798, 2.99945, 1.64276, 0.00321295, 4.79874, 9.44416,1959.23
2.8, 51.3835, 21.6667,2.77778, 38.9158, 19.8533, 2.70064, 12.4677, 19.8533, 2.70064, 3.10016, 3.0447, 1.64421, 0.0029755, 4.8055, 9.49739,1959.29
2.81, 51.6006, 21.6944,2.77778, 39.1145, 19.8803, 2.70362, 12.4861, 19.8803, 2.70362, 3.10231, 3.09032, 1.64561, 0.00274978, 4.81218, 9.55085,1959.37
2.82, 51.8179, 21.7222,2.77778, 39.3134, 19.9073, 2.70657, 12.5045, 19.9073, 2.70657, 3.10444, 3.13629, 1.64696, 0.00253545, 4.81876, 9.60454,1959.44
2.83, 52.0356, 21.75,2.77778, 39.5126, 19.9344, 2.70948, 12.5229, 19.9344, 2.70948, 3.10653, 3.18262, 1.64825, 0.00233218, 4.82527, 9.65847,1959.52
2.84, 52.2535, 21.7778,2.77778, 39.7121, 19.9615, 2.71236, 12.5414, 19.9615, 2.71236, 3.1086, 3.2293, 1.64949, 0.00213964, 4.83169, 9.71262,1959.6
2.85, 52.4717, 21.8056,2.77778, 39.9118, 19.9886, 2.71521, 12.5598, 19.9886, 2.71521, 3.11063, 3.27635, 1.65068, 0.00195753, 4.83802, 9.76701,1959.68
2.86, 52.6901, 21.8333,2.77778, 40.1119, 20.0157, 2.71802, 12.5783, 20.0157, 2.71802, 3.11264, 3.32375, 1.65181, 0.00178552, 4.84428, 9.82163,1959.76
2.87, 52.9089, 21.8611,2.77778, 40.3122, 20.0429, 2.7208, 12.5967, 20.0429, 2.7208, 3.11463, 3.3715, 1.6529, 0.00162333, 4.85045, 9.87648,1959.85
2.88, 53.1279, 21.8889,2.77778, 40.5127, 20.0701, 2.72354, 12.6152, 20.0701, 2.72354, 3.11658, 3.41962, 1.65394, 0.00147066, 4.85655, 9.93157,1959.94
2.89, 53.3472, 21.9167,2.77778, 40.7136, 20.0974, 2.72626, 12.6337, 20.0974, 2.72626, 3.11851, 3.46808, 1.65492, 0.00132722, 4.86256, 9.9869,1960.03
2.9, 53.5668, 21.9444,2.77778, 40.9147, 20.1246, 2.72894, 12.6521, 20.1246, 2.72894, 3.12042, 3.51691, 1.65586, 0.00119273, 4.8685, 10.0425,1960.12
2.91, 53.7867, 21.9722,2.77778, 41.1161, 20.1519, 2.73158, 12.6706, 20.1519, 2.73158, 3.12229, 3.56609, 1.65675, 0.0010669, 4.87436, 10.0983,1960.21
2.92, 54.0068, 22,2.77778, 41.3177, 20.1792, 2.7342, 12.6891, 20.1792, 2.7342, 3.12415, 3.61562, 1.65759, 0.000949484, 4.88014, 10.1543,1960.3
2.93, 54.2272, 22.0278,2.77778, 41.5196, 20.2066, 2.73678, 12.7076, 20.2066, 2.73678, 3.12597, 3.6655, 1.65838, 0.000840205, 4.88585, 10.2106,1960.41
2.94, 54.4479, 22.0556,2.77778, 41.7218, 20.2339, 2.73934, 12.7261, 20.2339, 2.73934, 3.12777, 3.71574, 1.65913, 0.000738811, 4.89148, 10.2671,1960.49
2.95, 54.6689, 22.0833,2.77778, 41.9243, 20.2613, 2.74186, 12.7446, 20.2613, 2.74186, 3.12955, 3.76633, 1.65983, 0.000645048, 4.89704, 10.3239,1960.6
2.96, 54.8901, 22.1111,2.77778, 42.1271, 20.2888, 2.74435, 12.7631, 20.2888, 2.74435, 3.1313, 3.81728, 1.66049, 0.000558673, 4.90253, 10.3809,1960.67
2.97, 55.1117, 22.1389,2.77778, 42.3301, 20.3162, 2.74681, 12.7816, 20.3162, 2.74681, 3.13303, 3.86858, 1.6611, 0.000479447, 4.90795, 10.4381,1960.79
2.98, 55.3335, 22.1667,2.77778, 42.5334, 20.3437, 2.74924, 12.8001, 20.3437, 2.74924, 3.13474, 3.92022, 1.66166, 0.000407134, 4.9133, 10.4956,1960.88
2.99, 55.5556, 22.1944,2.77778, 42.737, 20.3712, 2.75164, 12.8186, 20.3712, 2.75164, 3.13642, 3.97222, 1.66218, 0.000341509, 4.91858, 10.5533,1960.98
