t, dl, vl, al,df, vf, af,df, vf, af,df, vf, af,x0, x1, x2, u,x0, x1, x2, u,x0, x1, x2, u,J_1, J_2, J_3, J_4, J, F
2.31, 38.6667, 16.6667,0, 28.6667, 16.6667, 1.93518e-09, 18.6667, 16.6667, -1.63001e-09, 8.66667, 16.6667, 1.45699e-09, 10, 16.6667, 1.93518e-09, 2.01546e-08, 10, 16.6667, -1.63001e-09, 2.55654e-09, 10, 16.6667, 1.45699e-09, 1.88659e-08, 2.50697e-17, 2.89363e-18, 1.29926e-17, 3.84333e-16, 4.25289e-16,0.0013307
2.32, 38.8333, 16.6667,0, 28.8333, 16.6667, 2.47531e-09, 18.8333, 16.6667, -1.49898e-09, 8.83333, 16.6667, 1.9744e-09, 10, 16.6667, 2.47531e-09, 1.98786e-08, 10, 16.6667, -1.49898e-09, -4.93781e-09, 10, 16.6667, 1.9744e-09, 2.60037e-09, 2.49851e-17, 2.79322e-18, 1.69933e-17, 2.13152e-16, 2.57924e-16,0.00142114
2.33, 39, 16.6667,0, 29, 16.6667, 2.98916e-09, 19, 16.6667, -1.59715e-09, 9, 16.6667, 1.9866e-09, 10, 16.6667, 2.98916e-09, 1.0819e-08, 10, 16.6667, -1.59715e-09, -3.28945e-09, 10, 16.6667, 1.9866e-09, -1.19934e-08, 2.49027e-17, 2.67971e-18, 2.14063e-17, 1.35856e-16, 1.84845e-16,0.000928428
2.34, 39.1667, 16.6667,0, 29.1667, 16.6667, 3.21409e-09, 19.1667, 16.6667, -1.6426e-09, 9.16667, 16.6667, 1.56058e-09, 10, 16.6667, 3.21409e-09, 5.69322e-09, 10, 16.6667, -1.6426e-09, -4.16115e-09, 10, 16.6667, 1.56058e-09, -5.12778e-09, 2.4823e-17, 2.55922e-18, 2.20891e-17, 3.8011e-17, 8.74823e-17,0.000720207
2.35, 39.3333, 16.6667,0, 29.3333, 16.6667, 3.27775e-09, 19.3333, 16.6667, -1.71268e-09, 9.33333, 16.6667, 1.35473e-09, 10, 16.6667, 3.27775e-09, -5.06998e-09, 10, 16.6667, -1.71268e-09, -1.35523e-09, 10, 16.6667, 1.35473e-09, 4.54277e-09, 2.47462e-17, 2.44655e-18, 2.25285e-17, 2.4089e-17, 7.38103e-17,0.000245258
2.36, 39.5, 16.6667,0, 29.5, 16.6667, 3.0164e-09, 19.5, 16.6667, -1.69625e-09, 9.5, 16.6667, 1.44585e-09, 10, 16.6667, 3.0164e-09, -1.53875e-08, 10, 16.6667, -1.69625e-09, -5.38801e-10, 10, 16.6667, 1.44585e-09, 1.24737e-09, 2.46724e-17, 2.33973e-18, 2.05902e-17, 1.19311e-16, 1.66913e-16,0.000435382
2.37, 39.6667, 16.6667,0, 29.6667, 16.6667, 2.45422e-09, 19.6667, 16.6667, -1.65587e-09, 9.66667, 16.6667, 1.43508e-09, 10, 16.6667, 2.45422e-09, -1.42134e-08, 10, 16.6667, -1.65587e-09, -7.25612e-09, 10, 16.6667, 1.43508e-09, 3.63463e-09, 2.46015e-17, 2.23953e-18, 1.6235e-17, 1.33942e-16, 1.77018e-16,0.000354488
2.38, 39.8333, 16.6667,0, 29.8333, 16.6667, 1.94601e-09, 19.8333, 16.6667, -1.81836e-09, 9.83333, 16.6667, 1.49628e-09, 10, 16.6667, 1.94601e-09, -1.24156e-08, 10, 16.6667, -1.81836e-09, 9.88777e-09, 10, 16.6667, 1.49628e-09, -4.57087e-09, 2.45331e-17, 2.15136e-18, 1.44721e-17, 1.36404e-16, 1.7756e-16,0.00132539
2.39, 40, 16.6667,0, 30, 16.6667, 1.50868e-09, 20, 16.6667, -1.46111e-09, 10, 16.6667, 1.30928e-09, 10, 16.6667, 1.50868e-09, -1.81556e-08, 10, 16.6667, -1.46111e-09, -4.91055e-10, 10, 16.6667, 1.30928e-09, -4.90794e-09, 2.44668e-17, 2.06846e-18, 9.38541e-18, 1.76977e-16, 2.12898e-16,0.000862657
2.4, 40.1667, 16.6667,0, 30.1667, 16.6667, 9.13722e-10, 20.1667, 16.6667, -1.42714e-09, 10.1667, 16.6667, 1.1184e-09, 10, 16.6667, 9.13722e-10, -9.17469e-09, 10, 16.6667, -1.42714e-09, -1.01887e-08, 10, 16.6667, 1.1184e-09, -1.06821e-09, 2.44022e-17, 2.00278e-18, 6.39714e-18, 9.45629e-17, 1.27365e-16,0.0004573
2.41, 40.3333, 16.6667,0, 30.3333, 16.6667, 6.08024e-10, 20.3333, 16.6667, -1.68523e-09, 10.3333, 16.6667, 1.04907e-09, 10, 16.6667, 6.08024e-10, 3.6679e-10, 10, 16.6667, -1.68523e-09, -7.83771e-09, 10, 16.6667, 1.04907e-09, -2.59587e-09, 2.43389e-17, 1.94928e-18, 6.55255e-18, 3.41514e-17, 6.69921e-17,0.000647667
