t, dl, vl, al,df, vf, af,df, vf, af,df, vf, af,x0, x1, x2, u,x0, x1, x2, u,x0, x1, x2, u,J_1, J_2, J_3, J_4, J, F
0, 0.166667, 16.6667,0, -9.83333, 16.6667, 3e-08, -19.8333, 16.6667, 3e-08, -29.8333, 16.6667, 3e-08, 10, 16.6667, 3e-08, 4.90079e-07, 10, 16.6667, 3e-08, 4.90798e-07, 10, 16.6667, 3e-08, 4.91034e-07, 1.57772e-30, 0, 4.5e-16, 3.61087e-13, 3.61537e-13,0.0247355
0.01, 0.333333, 16.6667,0, -9.66667, 16.6667, 4.37024e-08, -19.6667, 16.6667, 4.37239e-08, -29.6667, 16.6667, 4.3731e-08, 10, 16.6667, 4.37024e-08, 2.60297e-07, 10, 16.6667, 4.37239e-08, 2.28845e-07, 10, 16.6667, 4.3731e-08, 2.25324e-07, 1.12387e-24, 4.49995e-20, 9.54948e-16, 8.54479e-14, 8.64029e-14,0.0145681
0.02, 0.5, 16.6667,0, -9.5, 16.6667, 5.00545e-08, -19.5, 16.6667, 4.91318e-08, -29.5, 16.6667, 4.9033e-08, 10, 16.6667, 5.00545e-08, 1.59652e-07, 10, 16.6667, 4.91318e-08, 1.00752e-07, 10, 16.6667, 4.9033e-08, 4.3077e-08, 2.23408e-23, 2.716e-19, 1.25316e-15, 1.87477e-14, 2.00012e-14,0.00936467
0.03, 0.666667, 16.6667,0, -9.33333, 16.6667, 5.31756e-08, -19.3333, 16.6667, 5.05167e-08, -29.3333, 16.6667, 4.86909e-08, 10, 16.6667, 5.31756e-08, 3.08765e-08, 10, 16.6667, 5.05167e-08, -4.15691e-09, 10, 16.6667, 4.86909e-08, -2.77833e-08, 1.37075e-22, 7.65826e-19, 1.41902e-15, 8.71274e-16, 2.29106e-15,0.00499259
0.04, 0.833333, 16.6667,0, -9.16667, 16.6667, 5.23294e-08, -19.1667, 16.6667, 4.87081e-08, -29.1667, 16.6667, 4.62344e-08, 10, 16.6667, 5.23294e-08, 5.157e-08, 10, 16.6667, 4.87081e-08, -4.91096e-09, 10, 16.6667, 4.62344e-08, 8.41e-11, 4.99027e-22, 1.56607e-18, 1.3788e-15, 1.34179e-15, 2.72216e-15,0.00493455
0.05, 1, 16.6667,0, -9, 16.6667, 5.21322e-08, -19, 16.6667, 4.69372e-08, -29, 16.6667, 4.46958e-08, 10, 16.6667, 5.21322e-08, 1.69315e-08, 10, 16.6667, 4.69372e-08, -2.16286e-08, 10, 16.6667, 4.46958e-08, -1.24959e-09, 1.3473e-21, 2.63159e-18, 1.37489e-15, 3.78018e-16, 1.75554e-15,0.00332278
0.06, 1.16667, 16.6667,0, -8.83333, 16.6667, 5.09024e-08, -18.8333, 16.6667, 4.47237e-08, -28.8333, 16.6667, 4.31684e-08, 10, 16.6667, 5.09024e-08, -1.38473e-08, 10, 16.6667, 4.47237e-08, -1.31521e-08, 10, 16.6667, 4.31684e-08, -1.0312e-08, 3.00014e-21, 3.96898e-18, 1.31582e-15, 2.35532e-16, 1.55533e-15,0.00110974
0.07, 1.33333, 16.6667,0, -8.66667, 16.6667, 4.87902e-08, -18.6667, 16.6667, 4.28384e-08, -28.6667, 16.6667, 4.14201e-08, 10, 16.6667, 4.87902e-08, -3.79553e-08, 10, 16.6667, 4.28384e-08, -1.35656e-08, 10, 16.6667, 4.14201e-08, -1.4369e-08, 5.85175e-21, 5.5416e-18, 1.20896e-15, 9.15549e-16, 2.13006e-15,0.000357931
0.08, 1.5, 16.6667,0, -8.5, 16.6667, 4.60252e-08, -18.5, 16.6667, 4.10035e-08, -28.5, 16.6667, 3.96084e-08, 10, 16.6667, 4.60252e-08, -3.57281e-08, 10, 16.6667, 4.10035e-08, -1.96572e-08, 10, 16.6667, 3.96084e-08, -1.6997e-08, 1.03558e-20, 7.29599e-18, 1.07274e-15, 9.75901e-16, 2.05595e-15,0.00040578
0.09, 1.66667, 16.6667,0, -8.33333, 16.6667, 4.34192e-08, -18.3333, 16.6667, 3.9047e-08, -28.3333, 16.6667, 3.77782e-08, 10, 16.6667, 4.34192e-08, -2.89652e-08, 10, 16.6667, 3.9047e-08, -2.85641e-08, 10, 16.6667, 3.77782e-08, -2.48771e-08, 1.70041e-20, 9.17084e-18, 9.52977e-16, 1.13688e-15, 2.09905e-15,0.000722295
0.1, 1.83333, 16.6667,0, -8.16667, 16.6667, 4.11029e-08, -18.1667, 16.6667, 3.68885e-08, -28.1667, 16.6667, 3.57726e-08, 10, 16.6667, 4.11029e-08, -3.37549e-08, 10, 16.6667, 3.68885e-08, -2.79267e-08, 10, 16.6667, 3.57726e-08, -2.51905e-08, 2.63145e-20, 1.11349e-17, 8.54229e-16, 1.27693e-15, 2.14232e-15,0.000337376
0.11, 2, 16.6667,0, -8, 16.6667, 3.87202e-08, -18, 16.6667, 3.48211e-08, -28, 16.6667, 3.38245e-08, 10, 16.6667, 3.87202e-08, -3.51672e-08, 10, 16.6667, 3.48211e-08, -3.75632e-08, 10, 16.6667, 3.38245e-08, -3.06372e-08, 3.88246e-20, 1.317e-17, 7.57725e-16, 1.79318e-15, 2.56411e-15,0.000534763
0.12, 2.16667, 16.6667,0, -7.83333, 16.6667, 3.63745e-08, -17.8333, 16.6667, 3.25335e-08, -27.8333, 16.6667, 3.17779e-08, 10, 16.6667, 3.63745e-08, -3.83737e-08, 10, 16.6667, 3.25335e-08, -3.46619e-08, 10, 16.6667, 3.17779e-08, -2.97599e-08, 5.50832e-20, 1.5243e-17, 6.69214e-16, 1.77982e-15, 2.46433e-15,0.000228343
0.13, 2.33333, 16.6667,0, -7.66667, 16.6667, 3.40108e-08, -17.6667, 16.6667, 3.04092e-08, -27.6667, 16.6667, 2.98258e-08, 10, 16.6667, 3.40108e-08, -3.26388e-08, 10, 16.6667, 3.04092e-08, -2.61632e-08, 10, 16.6667, 2.98258e-08, -2.52855e-08, 7.56394e-20, 1.73291e-17, 5.85023e-16, 1.19458e-15, 1.79701e-15,0.000283165
0.14, 2.5, 16.6667,0, -7.5, 16.6667, 3.18979e-08, -17.5, 16.6667, 2.86106e-08, -27.5, 16.6667, 2.8073e-08, 10, 16.6667, 3.18979e-08, -3.64689e-08, 10, 16.6667, 2.86106e-08, -1.60608e-08, 10, 16.6667, 2.8073e-08, -2.40913e-08, 1.01034e-19, 1.94005e-17, 5.14287e-16, 1.08416e-15, 1.61795e-15,0.000527316
0.15, 2.66667, 16.6667,0, -7.33333, 16.6667, 2.97406e-08, -17.3333, 16.6667, 2.71751e-08, -27.3333, 16.6667, 2.64145e-08, 10, 16.6667, 2.97406e-08, -4.02094e-08, 10, 16.6667, 2.71751e-08, -2.6668e-08, 10, 16.6667, 2.64145e-08, 8.36142e-10, 1.31791e-19, 2.1449e-17, 4.45832e-16, 1.16434e-15, 1.63175e-15,0.000861762
0.16, 2.83333, 16.6667,0, -7.16667, 16.6667, 2.7543e-08, -17.1667, 16.6667, 2.54692e-08, -27.1667, 16.6667, 2.55591e-08, 10, 16.6667, 2.7543e-08, -2.46382e-08, 10, 16.6667, 2.54692e-08, -2.32714e-08, 10, 16.6667, 2.55591e-08, -1.12671e-08, 1.68423e-19, 2.34494e-17, 3.81462e-16, 6.37774e-16, 1.04285e-15,0.000661235
0.17, 3, 16.6667,0, -7, 16.6667, 2.58857e-08, -17, 16.6667, 2.39221e-08, -27, 16.6667, 2.43692e-08, 10, 16.6667, 2.58857e-08, -4.21479e-08, 10, 16.6667, 2.39221e-08, -1.90943e-08, 10, 16.6667, 2.43692e-08, -2.60114e-08, 2.11407e-19, 2.53783e-17, 3.37063e-16, 1.40881e-15, 1.77147e-15,0.0012707
0.18, 3.16667, 16.6667,0, -6.83333, 16.6667, 2.37584e-08, -16.8333, 16.6667, 2.25519e-08, -26.8333, 16.6667, 2.27765e-08, 10, 16.6667, 2.37584e-08, -2.29105e-08, 10, 16.6667, 2.25519e-08, -2.85047e-08, 10, 16.6667, 2.27765e-08, -3.15243e-08, 2.61203e-19, 2.72602e-17, 2.82985e-16, 1.1656e-15, 1.4761e-15,0.000340157
0.19, 3.33333, 16.6667,0, -6.66667, 16.6667, 2.22792e-08, -16.6667, 16.6667, 2.0945e-08, -26.6667, 16.6667, 2.10716e-08, 10, 16.6667, 2.22792e-08, -2.21715e-08, 10, 16.6667, 2.0945e-08, -1.28907e-08, 10, 16.6667, 2.10716e-08, -1.44693e-08, 3.18243e-19, 2.90435e-17, 2.49079e-16, 4.33551e-16, 7.11992e-16,0.000314362
0.2, 3.5, 16.6667,0, -6.5, 16.6667, 2.08714e-08, -16.5, 16.6667, 1.98601e-08, -26.5, 16.6667, 1.99351e-08, 10, 16.6667, 2.08714e-08, -2.69361e-08, 10, 16.6667, 1.98601e-08, -2.18856e-08, 10, 16.6667, 1.99351e-08, -1.4228e-08, 3.82923e-19, 3.07685e-17, 2.18322e-16, 7.03485e-16, 9.52958e-16,0.000827685
0.21, 3.66667, 16.6667,0, -6.33333, 16.6667, 1.93676e-08, -16.3333, 16.6667, 1.85415e-08, -26.3333, 16.6667, 1.88438e-08, 10, 16.6667, 1.93676e-08, -3.11398e-08, 10, 16.6667, 1.85415e-08, -3.69424e-08, 10, 16.6667, 1.88438e-08, -2.07886e-08, 4.55645e-19, 3.24283e-17, 1.87939e-16, 1.38329e-15, 1.60412e-15,0.0012923
0.22, 3.83333, 16.6667,0, -6.16667, 16.6667, 1.77878e-08, -16.1667, 16.6667, 1.68152e-08, -26.1667, 16.6667, 1.7592e-08, 10, 16.6667, 1.77878e-08, -3.50609e-08, 10, 16.6667, 1.68152e-08, -2.99666e-08, 10, 16.6667, 1.7592e-08, -5.73904e-08, 5.36767e-19, 3.40064e-17, 1.58978e-16, 2.71046e-15, 2.90399e-15,0.000589999
0.23, 4, 16.6667,0, -6, 16.6667, 1.61431e-08, -16, 16.6667, 1.53557e-08, -26, 16.6667, 1.52839e-08, 10, 16.6667, 1.61431e-08, -3.74216e-08, 10, 16.6667, 1.53557e-08, -2.50733e-08, 10, 16.6667, 1.52839e-08, -4.37903e-08, 6.2661e-19, 3.54896e-17, 1.30612e-16, 1.97332e-15, 2.14005e-15,0.000488691
0.24, 4.16667, 16.6667,0, -5.83333, 16.6667, 1.44823e-08, -15.8333, 16.6667, 1.40917e-08, -25.8333, 16.6667, 1.34607e-08, 10, 16.6667, 1.44823e-08, -3.55338e-08, 10, 16.6667, 1.40917e-08, -1.93407e-08, 10, 16.6667, 1.34607e-08, -2.75854e-08, 7.25442e-19, 3.68637e-17, 1.05144e-16, 1.19883e-15, 1.34157e-15,0.000549334
0.25, 4.33333, 16.6667,0, -5.66667, 16.6667, 1.29336e-08, -15.6667, 16.6667, 1.30417e-08, -25.6667, 16.6667, 1.21844e-08, 10, 16.6667, 1.29336e-08, -3.49505e-08, 10, 16.6667, 1.30417e-08, -3.74467e-08, 10, 16.6667, 1.21844e-08, -2.77175e-08, 8.3349e-19, 3.81174e-17, 8.40117e-17, 1.69603e-15, 1.81899e-15,0.000462081
0.26, 4.5, 16.6667,0, -5.5, 16.6667, 1.14539e-08, -15.5, 16.6667, 1.14836e-08, -25.5, 16.6667, 1.09468e-08, 10, 16.6667, 1.14539e-08, -3.88481e-08, 10, 16.6667, 1.14836e-08, -3.14089e-08, 10, 16.6667, 1.09468e-08, -2.90598e-08, 9.5092e-19, 3.92523e-17, 6.57407e-17, 1.67008e-15, 1.77603e-15,0.000294582
0.27, 4.66667, 16.6667,0, -5.33333, 16.6667, 9.90668e-09, -15.3333, 16.6667, 1.01585e-08, -25.3333, 16.6667, 9.71008e-09, 10, 16.6667, 9.90668e-09, -4.20025e-08, 10, 16.6667, 1.01585e-08, -2.81697e-08, 10, 16.6667, 9.71008e-09, -3.04044e-08, 1.07787e-18, 4.02715e-17, 4.92034e-17, 1.74108e-15, 1.83164e-15,0.000311178
0.28, 4.83333, 16.6667,0, -5.16667, 16.6667, 8.31638e-09, -15.1667, 16.6667, 8.97484e-09, -25.1667, 16.6667, 8.47428e-09, 10, 16.6667, 8.31638e-09, -2.70581e-08, 10, 16.6667, 8.97484e-09, -1.45928e-08, 10, 16.6667, 8.47428e-09, -2.06878e-08, 1.21444e-18, 4.1162e-17, 3.49231e-17, 6.86538e-16, 7.63838e-16,0.000265271
0.29, 5, 16.6667,0, -5, 16.6667, 7.22743e-09, -15, 16.6667, 8.23789e-09, -25, 16.6667, 7.57117e-09, 10, 16.6667, 7.22743e-09, -2.34488e-08, 10, 16.6667, 8.23789e-09, -3.24375e-08, 10, 16.6667, 7.57117e-09, -4.0172e-08, 1.36064e-18, 4.19146e-17, 2.68506e-17, 1.60791e-15, 1.67804e-15,0.000764269
0.3, 5.16667, 16.6667,0, -4.83333, 16.6667, 6.28305e-09, -14.8333, 16.6667, 6.99017e-09, -24.8333, 16.6667, 6.11364e-09, 10, 16.6667, 6.28305e-09, -2.39314e-08, 10, 16.6667, 6.99017e-09, -4.56955e-08, 10, 16.6667, 6.11364e-09, -3.31397e-08, 1.51649e-18, 4.25719e-17, 2.03725e-17, 1.87952e-15, 1.94398e-15,0.00153155
0.31, 5.33333, 16.6667,0, -4.66667, 16.6667, 5.35567e-09, -14.6667, 16.6667, 5.3863e-09, -24.6667, 16.6667, 4.91566e-09, 10, 16.6667, 5.35567e-09, -1.3195e-08, 10, 16.6667, 5.3863e-09, -3.37319e-08, 10, 16.6667, 4.91566e-09, -2.43177e-08, 1.68201e-18, 4.31492e-17, 1.44528e-17, 9.5165e-16, 1.01093e-15,0.00161297
0.32, 5.5, 16.6667,0, -4.5, 16.6667, 4.7813e-09, -14.5, 16.6667, 4.1948e-09, -24.5, 16.6667, 4.02227e-09, 10, 16.6667, 4.7813e-09, -1.29157e-08, 10, 16.6667, 4.1948e-09, -3.30727e-08, 10, 16.6667, 4.02227e-09, -1.98763e-08, 1.85723e-18, 4.36477e-17, 1.16173e-17, 8.27844e-16, 8.84966e-16,0.00210359
0.33, 5.66667, 16.6667,0, -4.33333, 16.6667, 4.23445e-09, -14.3333, 16.6667, 3.06279e-09, -24.3333, 16.6667, 3.2919e-09, 10, 16.6667, 4.23445e-09, -1.42531e-08, 10, 16.6667, 3.06279e-09, -4.40377e-08, 10, 16.6667, 3.2919e-09, -2.657e-08, 2.04215e-18, 4.40985e-17, 9.67793e-18, 1.42422e-15, 1.48003e-15,0.0020583
0.34, 5.83333, 16.6667,0, -4.16667, 16.6667, 3.66571e-09, -14.1667, 16.6667, 1.63956e-09, -24.1667, 16.6667, 2.38508e-09, 10, 16.6667, 3.66571e-09, 1.02001e-08, 10, 16.6667, 1.63956e-09, -4.39854e-08, 10, 16.6667, 2.38508e-09, -4.04304e-08, 2.2368e-18, 4.45031e-17, 9.04924e-18, 1.83669e-15, 1.89248e-15,0.00291454
0.35, 6, 16.6667,0, -4, 16.6667, 3.84952e-09, -14, 16.6667, 2.6535e-10, -24, 16.6667, 1.09266e-09, 10, 16.6667, 3.84952e-09, 7.97999e-09, 10, 16.6667, 2.6535e-10, -2.95438e-08, 10, 16.6667, 1.09266e-09, -3.53538e-08, 2.44122e-18, 4.48606e-17, 1.41748e-17, 1.09321e-15, 1.15468e-15,0.00244548
0.36, 6.16667, 16.6667,0, -3.83333, 16.6667, 3.9606e-09, -13.8333, 16.6667, -6.2981e-10, -23.8333, 16.6667, -4.37616e-12, 10, 16.6667, 3.9606e-09, -9.32668e-09, 10, 16.6667, -6.2981e-10, -2.65241e-08, 10, 16.6667, -4.37616e-12, -2.99461e-08, 2.65547e-18, 4.5248e-17, 1.85747e-17, 8.43643e-16, 9.10121e-16,0.00145321
0.37, 6.33333, 16.6667,0, -3.66667, 16.6667, 3.54878e-09, -13.6667, 16.6667, -1.40454e-09, -23.6667, 16.6667, -9.02614e-10, 10, 16.6667, 3.54878e-09, -1.76146e-08, 10, 16.6667, -1.40454e-09, -1.93618e-08, 10, 16.6667, -9.02614e-10, -2.05626e-08, 2.87973e-18, 4.56567e-17, 1.86906e-17, 5.53987e-16, 6.21214e-16,0.00127713
0.38, 6.5, 16.6667,0, -3.5, 16.6667, 2.90205e-09, -13.5, 16.6667, -1.93858e-09, -23.5, 16.6667, -1.48941e-09, 10, 16.6667, 2.90205e-09, -1.79372e-09, 10, 16.6667, -1.93858e-09, -1.79993e-08, 10, 16.6667, -1.48941e-09, -2.26925e-08, 3.11411e-18, 4.60329e-17, 1.60277e-17, 4.21071e-16, 4.86246e-16,0.00157146
0.39, 6.66667, 16.6667,0, -3.33333, 16.6667, 2.75151e-09, -13.3333, 16.6667, -2.41394e-09, -23.3333, 16.6667, -2.12053e-09, 10, 16.6667, 2.75151e-09, -1.75277e-08, 10, 16.6667, -2.41394e-09, -1.74234e-08, 10, 16.6667, -2.12053e-09, -2.24514e-08, 3.35857e-18, 4.63499e-17, 1.71693e-17, 5.57429e-16, 6.24307e-16,0.00065048
0.4, 6.83333, 16.6667,0, -3.16667, 16.6667, 2.13396e-09, -13.1667, 16.6667, -2.85617e-09, -23.1667, 16.6667, -2.72339e-09, 10, 16.6667, 2.13396e-09, -5.96053e-09, 10, 16.6667, -2.85617e-09, -2.71599e-08, 10, 16.6667, -2.72339e-09, -2.49425e-08, 3.61313e-18, 4.66588e-17, 1.47364e-17, 6.97658e-16, 7.62667e-16,0.00172023
0.41, 7, 16.6667,0, -3, 16.6667, 1.88401e-09, -13, 16.6667, -3.57576e-09, -23, 16.6667, -3.38089e-09, 10, 16.6667, 1.88401e-09, -8.51258e-09, 10, 16.6667, -3.57576e-09, -1.52847e-08, 10, 16.6667, -3.38089e-09, 1.01838e-08, 3.87777e-18, 4.69102e-17, 1.66983e-17, 2.04898e-16, 2.72385e-16,0.00151744
0.42, 7.16667, 16.6667,0, -2.83333, 16.6667, 1.56583e-09, -12.8333, 16.6667, -3.91511e-09, -22.8333, 16.6667, -2.96268e-09, 10, 16.6667, 1.56583e-09, -2.20897e-08, 10, 16.6667, -3.91511e-09, -1.06383e-08, 10, 16.6667, -2.96268e-09, 8.98868e-09, 4.15246e-18, 4.7145e-17, 1.66999e-17, 3.40963e-16, 4.0896e-16,0.000846386
0.43, 7.33333, 16.6667,0, -2.66667, 16.6667, 8.50947e-10, -12.6667, 16.6667, -4.10376e-09, -22.6667, 16.6667, -2.59426e-09, 10, 16.6667, 8.50947e-10, -1.96487e-08, 10, 16.6667, -4.10376e-09, -9.54849e-09, 10, 16.6667, -2.59426e-09, -5.34549e-10, 4.43718e-18, 4.73514e-17, 1.37759e-17, 2.38766e-16, 3.0433e-16,0.000432499
0.44, 7.5, 16.6667,0, -2.5, 16.6667, 2.3312e-10, -12.5, 16.6667, -4.25342e-09, -22.5, 16.6667, -2.52382e-09, 10, 16.6667, 2.3312e-10, -2.29586e-08, 10, 16.6667, -4.25342e-09, -1.70799e-08, 10, 16.6667, -2.52382e-09, 3.57413e-09, 4.73184e-18, 4.74852e-17, 1.15875e-17, 4.15797e-16, 4.79602e-16,0.000851646
0.45, 7.66667, 16.6667,0, -2.33333, 16.6667, -4.63408e-10, -12.3333, 16.6667, -4.62404e-09, -22.3333, 16.6667, -2.33247e-09, 10, 16.6667, -4.63408e-10, -2.35671e-08, 10, 16.6667, -4.62404e-09, -2.80939e-08, 10, 16.6667, -2.33247e-09, -7.04267e-09, 5.03627e-18, 4.75563e-17, 1.13884e-17, 6.97139e-16, 7.6112e-16,0.00128393
0.46, 7.83333, 16.6667,0, -2.16667, 16.6667, -1.15497e-09, -12.1667, 16.6667, -5.31272e-09, -22.1667, 16.6667, -2.466e-09, 10, 16.6667, -1.15497e-09, -2.41869e-08, 10, 16.6667, -5.31272e-09, -1.87919e-08, 10, 16.6667, -2.466e-09, -1.11499e-08, 5.35026e-18, 4.75578e-17, 1.33623e-17, 5.3123e-16, 5.975e-16,0.000345958
0.47, 8, 16.6667,0, -2, 16.6667, -1.84208e-09, -12, 16.6667, -5.69939e-09, -22, 16.6667, -2.7183e-09, 10, 16.6667, -1.84208e-09, -3.3138e-08, 10, 16.6667, -5.69939e-09, -1.73466e-08, 10, 16.6667, -2.7183e-09, -2.57006e-08, 5.67359e-18, 4.74943e-17, 1.35795e-17, 1.02978e-15, 1.09653e-15,0.000177725
0.48, 8.16667, 16.6667,0, -1.83333, 16.6667, -2.77482e-09, -11.8333, 16.6667, -6.02981e-09, -21.8333, 16.6667, -3.39871e-09, 10, 16.6667, -2.77482e-09, -3.6044e-08, 10, 16.6667, -6.02981e-09, -1.93202e-08, 10, 16.6667, -3.39871e-09, -2.7806e-08, 6.006e-18, 4.73632e-17, 1.26086e-17, 1.22281e-15, 1.28879e-15,0.000231413
0.49, 8.33333, 16.6667,0, -1.66667, 16.6667, -3.76365e-09, -11.6667, 16.6667, -6.40842e-09, -21.6667, 16.6667, -4.1196e-09, 10, 16.6667, -3.76365e-09, -3.50162e-08, 10, 16.6667, -6.40842e-09, -1.13469e-08, 10, 16.6667, -4.1196e-09, -2.18834e-08, 6.34717e-18, 4.71373e-17, 1.31993e-17, 9.16883e-16, 9.83567e-16,0.000791606
0.5, 8.5, 16.6667,0, -1.5, 16.6667, -4.68868e-09, -11.5, 16.6667, -6.53521e-09, -21.5, 16.6667, -4.63878e-09, 10, 16.6667, -4.68868e-09, -2.8958e-08, 10, 16.6667, -6.53521e-09, -3.32606e-08, 10, 16.6667, -4.63878e-09, -2.44823e-08, 6.69667e-18, 4.68108e-17, 1.44949e-17, 1.27211e-15, 1.34011e-15,0.000813679
0.51, 8.66667, 16.6667,0, -1.33333, 16.6667, -5.40113e-09, -11.3333, 16.6667, -7.31519e-09, -21.3333, 16.6667, -5.21862e-09, 10, 16.6667, -5.40113e-09, -2.21594e-08, 10, 16.6667, -7.31519e-09, -3.10539e-08, 10, 16.6667, -5.21862e-09, -2.59469e-08, 7.05404e-18, 4.63877e-17, 1.86157e-17, 1.06431e-15, 1.13637e-15,0.000862014
0.52, 8.83333, 16.6667,0, -1.16667, 16.6667, -5.88587e-09, -11.1667, 16.6667, -8.00297e-09, -21.1667, 16.6667, -5.82307e-09, 10, 16.6667, -5.88587e-09, -2.07652e-08, 10, 16.6667, -8.00297e-09, -2.98881e-08, 10, 16.6667, -5.82307e-09, -2.11894e-08, 7.41885e-18, 4.5901e-17, 2.19388e-17, 8.86742e-16, 9.62001e-16,0.000926763
0.53, 9, 16.6667,0, -1, 16.6667, -6.31263e-09, -11, 16.6667, -8.63285e-09, -21, 16.6667, -6.26465e-09, 10, 16.6667, -6.31263e-09, -8.17838e-09, 10, 16.6667, -8.63285e-09, -2.78516e-08, 10, 16.6667, -6.26465e-09, -1.87947e-08, 7.79073e-18, 4.53752e-17, 2.54205e-17, 5.97919e-16, 6.76505e-16,0.00134727
0.54, 9.16667, 16.6667,0, -0.833333, 16.6667, -6.34756e-09, -10.8333, 16.6667, -9.18063e-09, -20.8333, 16.6667, -6.61967e-09, 10, 16.6667, -6.34756e-09, -4.2547e-09, 10, 16.6667, -9.18063e-09, -3.06051e-08, 10, 16.6667, -6.61967e-09, -3.14886e-08, 8.16934e-18, 4.4817e-17, 2.74382e-17, 9.73153e-16, 1.05358e-15,0.00160124
0.55, 9.33333, 16.6667,0, -0.666667, 16.6667, -6.26362e-09, -10.6667, 16.6667, -9.79276e-09, -20.6667, 16.6667, -7.34367e-09, 10, 16.6667, -6.26362e-09, -1.43821e-08, 10, 16.6667, -9.79276e-09, -2.90181e-08, 10, 16.6667, -7.34367e-09, -9.80132e-09, 8.55446e-18, 4.42681e-17, 2.88429e-17, 5.7248e-16, 6.54145e-16,0.00114456
0.56, 9.5, 16.6667,0, -0.5, 16.6667, -6.48629e-09, -10.5, 16.6667, -1.03369e-08, -20.5, 16.6667, -7.39292e-09, 10, 16.6667, -6.48629e-09, -1.33499e-08, 10, 16.6667, -1.03369e-08, -2.02139e-08, 10, 16.6667, -7.39292e-09, -3.37124e-08, 8.94593e-18, 4.37426e-17, 3.2783e-17, 8.61672e-16, 9.47144e-16,0.000895786
0.57, 9.66667, 16.6667,0, -0.333333, 16.6667, -6.67058e-09, -10.3333, 16.6667, -1.05987e-08, -20.3333, 16.6667, -8.15786e-09, 10, 16.6667, -6.67058e-09, -1.86089e-08, 10, 16.6667, -1.05987e-08, -3.58943e-08, 10, 16.6667, -8.15786e-09, -5.28032e-09, 9.3436e-18, 4.32082e-17, 3.29424e-17, 8.31286e-16, 9.1678e-16,0.00152357
0.58, 9.83333, 16.6667,0, -0.166667, 16.6667, -7.0065e-09, -10.1667, 16.6667, -1.13223e-08, -20.1667, 16.6667, -8.04435e-09, 10, 16.6667, -7.0065e-09, -1.30839e-08, 10, 16.6667, -1.13223e-08, -3.56549e-08, 10, 16.6667, -8.04435e-09, -7.26452e-09, 9.74722e-18, 4.26638e-17, 3.92309e-17, 7.47617e-16, 8.39258e-16,0.00192889
0.59, 10, 16.6667,0, 4.48493e-09, 16.6667, -7.16546e-09, -10, 16.6667, -1.20145e-08, -20, 16.6667, -7.99414e-09, 10, 16.6667, -7.16546e-09, -1.33005e-08, 10, 16.6667, -1.20145e-08, -3.15593e-08, 10, 16.6667, -7.99414e-09, -1.90197e-08, 1.01565e-17, 4.21037e-17, 4.55103e-17, 7.67321e-16, 8.65091e-16,0.00128568
0.6, 10.1667, 16.6667,0, 0.166667, 16.6667, -7.32563e-09, -9.83333, 16.6667, -1.25608e-08, -19.8333, 16.6667, -8.29825e-09, 10, 16.6667, -7.32563e-09, -1.20781e-08, 10, 16.6667, -1.25608e-08, -2.84075e-08, 10, 16.6667, -8.29825e-09, -3.52155e-08, 1.05713e-17, 4.15479e-17, 4.96206e-17, 1.0965e-15, 1.19824e-15,0.00119736
0.61, 10.3333, 16.6667,0, 0.333333, 16.6667, -7.44378e-09, -9.66667, 16.6667, -1.29943e-08, -19.6667, 16.6667, -9.07811e-09, 10, 16.6667, -7.44378e-09, -1.53337e-08, 10, 16.6667, -1.29943e-08, -2.48299e-08, 10, 16.6667, -9.07811e-09, -1.74915e-08, 1.09912e-17, 4.09944e-17, 5.07777e-17, 5.788e-16, 6.81563e-16,0.0010962
0.62, 10.5, 16.6667,0, 0.5, 16.6667, -7.65567e-09, -9.5, 16.6667, -1.33061e-08, -19.5, 16.6667, -9.30025e-09, 10, 16.6667, -7.65567e-09, -2.25347e-08, 10, 16.6667, -1.33061e-08, -1.81119e-08, 10, 16.6667, -9.30025e-09, -1.68134e-08, 1.14161e-17, 4.04448e-17, 5.32916e-17, 5.59272e-16, 6.64424e-16,0.000201813
0.63, 10.6667, 16.6667,0, 0.666667, 16.6667, -8.07652e-09, -9.33333, 16.6667, -1.34059e-08, -19.3333, 16.6667, -9.49465e-09, 10, 16.6667, -8.07652e-09, -2.34472e-08, 10, 16.6667, -1.34059e-08, -9.03877e-09, 10, 16.6667, -9.49465e-09, -1.4312e-08, 1.18458e-17, 3.98888e-17, 5.44653e-17, 4.18153e-16, 5.24353e-16,0.000155198
0.64, 10.8333, 16.6667,0, 0.833333, 16.6667, -8.51072e-09, -9.16667, 16.6667, -1.32302e-08, -19.1667, 16.6667, -9.60752e-09, 10, 16.6667, -8.51072e-09, -2.08779e-08, 10, 16.6667, -1.32302e-08, -9.65362e-09, 10, 16.6667, -9.60752e-09, -1.79045e-08, 1.22799e-17, 3.93007e-17, 5.39149e-17, 4.24826e-16, 5.30322e-16,0.000218489
0.65, 11, 16.6667,0, 1, 16.6667, -8.85337e-09, -9, 16.6667, -1.30788e-08, -19, 16.6667, -9.8244e-09, 10, 16.6667, -8.85337e-09, -2.60836e-08, 10, 16.6667, -1.30788e-08, -1.42658e-08, 10, 16.6667, -9.8244e-09, -2.09439e-08, 1.27181e-17, 3.86733e-17, 5.34138e-17, 6.61256e-16, 7.66061e-16,7.61164e-05
